ticker,alpha,MERCADO,VALUE,TAMANO,MOMENTUM,VOLATILIDAD,LIQUIDEZ,r2,n_obs,suma_beta
PYPL,-0.011526916714904798,1.2199555583694641,-0.8213230968841859,0.9818899904828144,0.22575853100769683,-0.5181922138421228,-0.08808876913366681,0.49005974852775214,84,1.0
QCOM,-0.005486935384501975,1.3965500108821585,0.2241734480330452,-0.1265590249296064,0.24781606712526924,-0.31530857861111933,-0.42667192249974717,0.3472929219626437,190,0.9999999999999999
REGN,-0.014749702803351767,0.15651034719742074,-1.6926164443177973,3.036557157093796,0.5026985886257198,0.4126909333990627,-1.4158405819982016,0.4543708874662111,36,1.0000000000000002
RTX,0.0016447134501979084,0.8227458523844264,0.23679134727996165,0.22097494893107364,-0.27321625328866583,0.008466444841550055,-0.015762340148345932,0.4090990770136882,190,1.0
SBUX,0.0024503108151450177,0.8990933930116269,-0.30904264917769014,0.4277322423686346,-0.29960013074227154,0.22487989268021835,0.05693725185948173,0.3098363127257354,168,1.0
SCHW,2.1646428092179468e-05,0.7208674009778975,0.58607310096606,0.05129519421241885,0.06343168601432475,-0.14446832431658546,-0.2771990578541157,0.2645811841444661,81,1.0
SLB,-0.017363458538172824,0.9220238739947026,0.28930012994251847,0.5281988746331998,-0.15396126280721323,-0.411490997990486,-0.1740706177727216,0.42445401768934554,109,1.0000000000000002
SNDK,,,,,,,,,9,
SO,0.008170800329245326,0.4354500457988342,-0.3296166682250599,0.4234691491595141,-0.33058577394011773,0.44468575930300125,0.3565974879038281,0.25430622838202055,109,1.0
SPG,0.0017998223831493033,0.9963265883593224,-0.5828616962062727,0.3279122120013941,-0.05316461614915441,0.12982841838051432,0.18195909361419627,0.35835238410877723,73,0.9999999999999999
SPGI,0.003160879578397524,1.1530521996503442,-0.5890397319604527,0.2437114312111732,-0.3690304991290786,0.37665451239417846,0.18465208783383535,0.6445654241590606,93,1.0
STX,,,,,,,,,9,
SYK,-0.0006011290305479806,0.9471344149593859,-0.536911557129928,0.45532801044648324,-0.3149733621012567,0.4214404527703767,0.027982041054938955,0.5434371990243358,84,1.0
T,0.0039033873165911157,0.6198673636427572,0.24790688892335416,0.10948119261472235,-0.2027206020860513,0.3564305260265602,-0.13096536912134257,0.321793390730866,190,1.0
TFC,,,,,,,,,12,
TGT,-0.00032708504845865936,0.9612827196808154,-0.12589429298837168,0.039144763608892755,-0.05435545251400248,0.07578407969650651,0.1040381825161596,0.33078938929226065,85,0.9999999999999999
TJX,0.00660051103830698,0.866657395897811,0.09420409478991437,0.07528038529565882,-2.8087672284467236e-05,0.23893446321778025,-0.27504825152888007,0.3455711137316757,153,0.9999999999999998
