Year,Company,Ticker,Weight
2007,Exxon Mobil Corp,XOM,3.812
2007,General Electric Co,GE,3.146
2007,"AT&T, Inc",T,1.916
2007,Microsoft Corp,MSFT,1.765
2007,"Citigroup, Inc",C,1.723
2007,Bank of America Corp,BAC,1.65
2007,Procter & Gamble Co,PG,1.635
2007,"Cisco Systems, Inc",CSCO,1.496
2007,Chevron Corp,CVX,1.487
2007,Johnson & Johnson,JNJ,1.412
2007,"American International Group, Inc",AIG,1.298
2007,"Pfizer, Inc",PFE,1.256
2007,International Business Machines Corp,IBM,1.188
2007,JPMorgan Chase & Co,JPM,1.157
2007,Intel Corp,INTC,1.121
2007,"Altria Group, Inc",MO,1.086
2007,ConocoPhillips,COP,1.06
2007,"Apple, Inc",AAPL,0.991
2007,"Google, Inc (Class A)",GOOGL,0.971
2007,Hewlett-Packard Co,HPQ,0.953
2007,"Verizon Communications, Inc",VZ,0.949
2007,"Schlumberger, Ltd",SLB,0.929
2007,Wells Fargo & Co,WFC,0.882
2007,"PepsiCo, Inc",PEP,0.882
2007,Coca-Cola Co,KO,0.853
2007,"Merck & Co, Inc",MRK,0.835
2007,"Wal-Mart Stores, Inc",WMT,0.782
2007,Wachovia Corp,WFC,0.708
2007,"Goldman Sachs Group, Inc",GS,0.657
2007,Oracle Corp,ORCL,0.637
2007,Abbott Laboratories,ABT,0.615
2007,Boeing Co,BA,0.609
2007,"United Parcel Service, Inc (Class B)",UPS,0.591
2007,United Technologies Corp,UAL,0.59
2007,Comcast Corp (Class A),CMCSA,0.555
2007,American Express Co,AXP,0.52
2007,"QUALCOMM, Inc",QCOM,0.52
2007,"Time Warner, Inc",WBD,0.513
2007,Walt Disney Co,DIS,0.504
2007,3M Co,MMM,0.502
2007,Morgan Stanley,MS,0.49
2007,"UnitedHealth Group, Inc",UNH,0.482
2007,"Medtronic, Inc",MDT,0.48
2007,McDonald's Corp,MCD,0.48
2007,"Dell, Inc",DELL,0.463
2007,"Merrill Lynch & Co, Inc",BAC,0.46
2007,"Amgen, Inc",AMGN,0.454
2007,Wyeth,PFE,0.442
2007,Fannie Mae,FNMA,0.437
2007,CVS Caremark Corp,CVS,0.436
2007,US Bancorp,USB,0.422
2007,Bristol-Myers Squibb Co,BMY,0.417
2007,Eli Lilly & Co,LLY,0.414
2007,"Kraft Foods, Inc (Class A)",KHC,0.414
2007,Sprint Nextel Corp,TMUS,0.406
2007,"Home Depot, Inc",HD,0.401
2007,Target Corp,TGT,0.401
2007,Occidental Petroleum Corp,OXY,0.393
2007,"Texas Instruments, Inc",TXN,0.387
2007,"MetLife, Inc",MET,0.386
2007,Schering-Plough Corp,MRK,0.379
2007,News Corp (Class A),NWS,0.377
2007,"Caterpillar, Inc",CAT,0.374
2007,Exelon Corp,EXC,0.374
2007,Bank of New York Mellon Corp,BK,0.368
2007,"WellPoint, Inc",ELV,0.357
2007,Walgreen Co,WBA,0.349
2007,Monsanto Co,BAYRY,0.344
2007,Du Pont (EI) de Nemours & Co,DD,0.337
2007,"Prudential Financial, Inc",PRU,0.336
2007,"Honeywell International, Inc",HON,0.331
2007,"eBay, Inc",EBAY,0.325
2007,EMC Corp,DELL,0.321
2007,"Motorola, Inc",MSI,0.315
2007,"Lowe's Cos, Inc",LOW,0.312
2007,Emerson Electric Co,EMR,0.312
2007,Dow Chemical Co,DOW,0.301
2007,Marathon Oil Corp,COP,0.292
2007,"Freeport-McMoRan Copper & Gold, Inc",FCX,0.29
2007,Freddie Mac,FMCC,0.287
2007,"Corning, Inc",GLW,0.286
2007,Lockheed Martin Corp,LMT,0.283
2007,"Anheuser-Busch Cos, Inc",BUD,0.281
2007,"Gilead Sciences, Inc",GILD,0.28
2007,Devon Energy Corp,DVN,0.272
2007,Valero Energy Corp,VLO,0.272
2007,"Baxter International, Inc",BAX,0.271
2007,Colgate-Palmolive Co,CL,0.269
2007,"Yahoo!, Inc",YHOO,0.267
2007,Halliburton Co,HAL,0.258
2007,General Dynamics Corp,GD,0.252
2007,"Travelers Cos, Inc",TRV,0.249
2007,Allstate Corp,ALL,0.249
2007,"Alcoa, Inc",AA,0.249
2007,Deere & Co,DE,0.247
2007,"Lehman Brothers Holdings, Inc",LEHKQ,0.243
2007,"Transocean, Inc",RIG,0.24
2007,"CME Group, Inc",CME,0.24
2007,FedEx Corp,FDX,0.238
2007,"Washington Mutual, Inc",JPM,0.232
2008,Exxon Mobil Corp,XOM,3.962
2008,General Electric Co,GE,2.492
2008,Procter & Gamble Co,PG,2.077
2008,Microsoft Corp,MSFT,2.059
2008,Johnson & Johnson,JNJ,1.902
2008,JPMorgan Chase & Co,JPM,1.69
2008,Chevron Corp,CVX,1.665
2008,"AT&T, Inc",T,1.617
2008,Bank of America Corp,BAC,1.569
2008,International Business Machines Corp,IBM,1.557
2008,"Wal-Mart Stores, Inc",WMT,1.319
2008,"Cisco Systems, Inc",CSCO,1.31
2008,"Pfizer, Inc",PFE,1.222
2008,Wells Fargo & Co,WFC,1.22
2008,Hewlett-Packard Co,HPQ,1.112
2008,"Citigroup, Inc",C,1.098
2008,"PepsiCo, Inc",PEP,1.097
2008,ConocoPhillips,COP,1.094
2008,Intel Corp,INTC,1.035
2008,Coca-Cola Co,KO,1.033
2008,"Apple, Inc",AAPL,0.99
2008,"Philip Morris International, Inc",PM,0.974
2008,"Google, Inc, (Class A)",GOOGL,0.94
2008,"Schlumberger, Ltd",SLB,0.92
2008,"Verizon Communications, Inc",VZ,0.898
2008,Abbott Laboratories,ABT,0.872
2008,Oracle Corp,ORCL,0.782
2008,"QUALCOMM, Inc",QCOM,0.693
2008,McDonald's Corp,MCD,0.682
2008,"Merck & Co, Inc",MRK,0.664
2008,"United Parcel Service, Inc (Class B)",UPS,0.623
2008,"Amgen, Inc",AMGN,0.616
2008,US Bancorp,USB,0.616
2008,United Technologies Corp,UAL,0.569
2008,Walt Disney Co,DIS,0.566
2008,Occidental Petroleum Corp,OXY,0.565
2008,Comcast Corp (Class A),CMCSA,0.563
2008,"Medtronic, Inc",MDT,0.555
2008,"Goldman Sachs Group, Inc",GS,0.546
2008,Monsanto Co,BAYRY,0.535
2008,"Kraft Foods, Inc (Class A)",KHC,0.488
2008,Wyeth,PFE,0.484
2008,CVS Caremark Corp,CVS,0.475
2008,3M Co,MMM,0.469
2008,"Time Warner, Inc",WBD,0.461
2008,"Anheuser-Busch Cos, Inc",BUD,0.459
2008,Eli Lilly & Co,LLY,0.433
2008,"Home Depot, Inc",HD,0.432
2008,Boeing Co,BA,0.417
2008,"Gilead Sciences, Inc",GILD,0.412
2008,Bristol-Myers Squibb Co,BMY,0.406
2008,"Baxter International, Inc",BAX,0.405
2008,Exelon Corp,EXC,0.405
2008,American Express Co,AXP,0.404
2008,"Altria Group, Inc",MO,0.401
2008,Devon Energy Corp,DVN,0.396
2008,"Merrill Lynch & Co, Inc",BAC,0.38
2008,"MetLife, Inc",MET,0.378
2008,Colgate-Palmolive Co,CL,0.374
2008,Bank of New York Mellon Corp,BK,0.367
2008,Target Corp,TGT,0.364
2008,Lockheed Martin Corp,LMT,0.359
2008,Du Pont (EI) de Nemours & Co,DD,0.358
2008,"Caterpillar, Inc",CAT,0.357
2008,Union Pacific Corp,UNP,0.356
2008,"Transocean, Inc",RIG,0.345
2008,Apache Corp,APA,0.343
2008,"Lowe's Cos, Inc",LOW,0.342
2008,Emerson Electric Co,EMR,0.311
2008,"Honeywell International, Inc",HON,0.304
2008,"UnitedHealth Group, Inc",UNH,0.304
2008,"Prudential Financial, Inc",PRU,0.302
2008,Walgreen Co,WBA,0.301
2008,Schering-Plough Corp,MRK,0.295
2008,Dow Chemical Co,DOW,0.289
2008,General Dynamics Corp,GD,0.288
2008,Southern Co,SO,0.286
2008,Celgene Corp,BMY,0.283
2008,"Dell, Inc",DELL,0.282
2008,Halliburton Co,HAL,0.28
2008,Costco Wholesale Corp,COST,0.278
2008,"Texas Instruments, Inc",TXN,0.277
2008,Marathon Oil Corp,COP,0.277
2008,"AFLAC, Inc",AFL,0.275
2008,News Corp (Class A),NWS,0.271
2008,"Covidien, Ltd",MDT,0.266
2008,Kimberly-Clark Corp,KMB,0.264
2008,"Travelers Cos, Inc",TRV,0.263
2008,"NIKE, Inc (Class B)",NKE,0.258
2008,Burlington Northern Santa Fe Corp,BRK.B,0.256
2008,"PNC Financial Services Group, Inc",PNC,0.254
2008,"XTO Energy, Inc",XOM,0.251
2008,Morgan Stanley,MS,0.25
2008,Allstate Corp,ALL,0.246
2008,Norfolk Southern Corp,NSC,0.244
2008,"Dominion Resources, Inc",D,0.244
2008,"CME Group, Inc",CME,0.243
2008,EMC Corp,DELL,0.243
2008,FedEx Corp,FDX,0.242
2008,"Corning, Inc",GLW,0.242
2009,Exxon Mobil Corp,XOM,3.532
2009,Microsoft Corp,MSFT,2.15
2009,General Electric Co,GE,1.869
2009,JPMorgan Chase & Co,JPM,1.846
2009,Procter & Gamble Co,PG,1.811
2009,Johnson & Johnson,JNJ,1.797
2009,"Apple, Inc",AAPL,1.779
2009,"AT&T, Inc",T,1.707
2009,International Business Machines Corp,IBM,1.679
2009,Bank of America Corp,BAC,1.568
2009,Chevron Corp,CVX,1.513
2009,"Cisco Systems, Inc",CSCO,1.454
2009,Wells Fargo & Co,WFC,1.41
2009,Coca-Cola Co,KO,1.333
2009,"Google, Inc (Class A)",GOOGL,1.278
2009,Hewlett-Packard Co,HPQ,1.199
2009,"Pfizer, Inc",PFE,1.196
2009,Intel Corp,INTC,1.173
2009,"Wal-Mart Stores, Inc",WMT,1.136
2009,"Philip Morris International, Inc",PM,1.01
2009,"Goldman Sachs Group, Inc",GS,1.009
2009,"PepsiCo, Inc",PEP,0.979
2009,"Verizon Communications, Inc",VZ,0.921
2009,Oracle Corp,ORCL,0.872
2009,Abbott Laboratories,ABT,0.819
2009,"QUALCOMM, Inc",QCOM,0.801
2009,"Schlumberger, Ltd",SLB,0.765
2009,ConocoPhillips,COP,0.717
2009,"Merck & Co, Inc",MRK,0.714
2009,Wyeth,PFE,0.695
2009,Occidental Petroleum Corp,OXY,0.681
2009,"Citigroup, Inc",C,0.676
2009,McDonald's Corp,MCD,0.667
2009,"Amgen, Inc",AMGN,0.655
2009,United Technologies Corp,UAL,0.614
2009,"United Parcel Service, Inc (Class B)",UPS,0.602
2009,CVS Caremark Corp,CVS,0.552
2009,3M Co,MMM,0.552
2009,The Walt Disney Co,DIS,0.547
2009,Comcast Corp (Class A),CMCSA,0.519
2009,Schering-Plough Corp,MRK,0.494
2009,"Home Depot, Inc",HD,0.486
2009,Bristol-Myers Squibb Co,BMY,0.478
2009,Monsanto Co,BAYRY,0.453
2009,"Gilead Sciences, Inc",GILD,0.451
2009,Morgan Stanley,MS,0.448
2009,US Bancorp,USB,0.448
2009,"Medtronic, Inc",MDT,0.436
2009,American Express Co,AXP,0.432
2009,Boeing Co,BA,0.421
2009,"Kraft Foods, Inc (Class A)",KHC,0.415
2009,Colgate-Palmolive Co,CL,0.407
2009,Walgreen Co,WBA,0.398
2009,"Altria Group, Inc",MO,0.395
2009,Target Corp,TGT,0.376
2009,Bank of New York Mellon Corp,BK,0.373
2009,EMC Corp,DELL,0.369
2009,"Baxter International, Inc",BAX,0.368
2009,"Time Warner, Inc",WBD,0.365
2009,Eli Lilly & Co,LLY,0.358
2009,Exelon Corp,EXC,0.35
2009,"Caterpillar, Inc",CAT,0.342
2009,"MetLife, Inc",MET,0.334
2009,"Amazoncom, Inc",AMZN,0.332
2009,"Lowe's Cos, Inc",LOW,0.331
2009,Anadarko Petroleum Corp,OXY,0.33
2009,Apache Corp,APA,0.33
2009,Emerson Electric Co,EMR,0.323
2009,"Texas Instruments, Inc",TXN,0.32
2009,Devon Energy Corp,DVN,0.32
2009,Dow Chemical Co,DOW,0.319
2009,Union Pacific Corp,UNP,0.315
2009,"UnitedHealth Group, Inc",UNH,0.312
2009,Du Pont (EI) de Nemours & Co,DD,0.311
2009,"Freeport-McMoRan Copper & Gold, Inc",FCX,0.303
2009,"The Travelers Cos, Inc",TRV,0.299
2009,"Honeywell International, Inc",HON,0.299
2009,News Corp (Class A),NWS,0.289
2009,"eBay, Inc",EBAY,0.284
2009,"Medco Health Solutions, Inc",CI,0.281
2009,"Dell, Inc",DELL,0.281
2009,State Street Corp,STT,0.279
2009,Celgene Corp,BMY,0.275
2009,Lockheed Martin Corp,LMT,0.27
2009,Southern Co,SO,0.27
2009,"NIKE, Inc (Class B)",NKE,0.27
2009,"Praxair, Inc",LIN,0.268
2009,General Dynamics Corp,GD,0.266
2009,Costco Wholesale Corp,COST,0.263
2009,Kimberly-Clark Corp,KMB,0.262
2009,Halliburton Co,HAL,0.262
2009,"XTO Energy, Inc",XOM,0.257
2009,"Corning, Inc",GLW,0.255
2009,FedEx Corp,FDX,0.252
2009,Ford Motor Co,F,0.249
2009,"Prudential Financial, Inc",PRU,0.248
2009,"FPL Group, Inc",NEE,0.243
2009,Marathon Oil Corp,COP,0.242
2009,"WellPoint, Inc",ELV,0.241
2009,"PNC Financial Services Group, Inc",PNC,0.24
2010,Exxon Mobil Corp.,XOM,3.044
2010,"Apple, Inc.",AAPL,2.509
2010,Microsoft Corp.,MSFT,1.806
2010,General Electric Co.,GE,1.681
2010,Johnson & Johnson,JNJ,1.653
2010,The Procter & Gamble Co.,PG,1.646
2010,International BusinessMachines Corp.,IBM,1.636
2010,"AT&T, Inc.",T,1.635
2010,Chevron Corp.,CVX,1.575
2010,JPMorgan Chase & Co.,JPM,1.46
2010,"Berkshire Hathaway, Inc. (Class B)",BRK.B,1.386
2010,"Pfizer, Inc.",PFE,1.335
2010,TheCoca-ColaCo.,KO,1.306
2010,Wells Fargo & Co.,WFC,1.273
2010,Bank of America Corp.,BAC,1.272
2010,"Google, Inc. (Class A)",GOOGL,1.266
2010,"Cisco Systems, Inc.",CSCO,1.21
2010,"Merck & Co., Inc.",MRK,1.096
2010,Intel Corp.,INTC,1.035
2010,"Wal-Mart Stores, Inc.",WMT,1.034
2010,"PepsiCo, Inc.",PEP,1.022
2010,Oracle Corp.,ORCL,1.005
2010,"Philip Morris International, Inc.",PM,0.993
2010,Hewlett-Packard Co.,HPQ,0.922
2010,"Citigroup, Inc.",C,0.898
2010,"Verizon Communications, Inc.",VZ,0.891
2010,ConocoPhillips,COP,0.824
2010,"Schlumberger, Ltd.",SLB,0.814
2010,Abbott Laboratories,ABT,0.78
2010,McDonald’s Corp.,MCD,0.767
2010,"The Goldman Sachs Group, Inc.",GS,0.72
2010,"QUALCOMM, Inc.",QCOM,0.7
2010,United Technologies Corp.,UAL,0.64
2010,"United Parcel Service, Inc. (Class B)",UPS,0.639
2010,Occidental Petroleum Corp.,OXY,0.615
2010,The Walt Disney Co.,DIS,0.612
2010,3M Co.,MMM,0.598
2010,"Amazon.com, Inc.",AMZN,0.538
2010,"Kraft Foods, Inc. (Class A)",KHC,0.52
2010,"Amgen, Inc.",AMGN,0.511
2010,"Home Depot, Inc.",HD,0.51
2010,Comcast Corp. (Class A),CMCSA,0.491
2010,"Altria Group, Inc.",MO,0.484
2010,"Caterpillar, Inc.",CAT,0.478
2010,The Boeing Co.,BA,0.47
2010,Bristol-Myers Squibb Co.,BMY,0.451
2010,American Express Co.,AXP,0.423
2010,CVS Caremark Corp.,CVS,0.414
2010,Ford Motor Co.,F,0.407
2010,EMC Corp.,DELL,0.404
2010,U.S. Bancorp,USB,0.401
2010,Union Pacific Corp.,UNP,0.394
2010,E. I. du Pont de Nemours & Co.,DD,0.391
2010,"Freeport-McMoRan Copper &Gold, Inc.",FCX,0.39
2010,Emerson Electric Co.,EMR,0.384
2010,"UnitedHealth Group, Inc.",UNH,0.382
2010,Target Corp.,TGT,0.373
2010,Colgate-Palmolive Co.,CL,0.361
2010,Eli Lilly & Co.,LLY,0.359
2010,"Visa, Inc. (Class A)",V,0.358
2010,"Medtronic, Inc.",MDT,0.351
2010,DIRECTV,T,0.349
2010,Apache Corp.,APA,0.345
2010,"MetLife, Inc.",MET,0.337
2010,Morgan Stanley,MS,0.334
2010,"Time Warner, Inc.",WBD,0.333
2010,"Honeywell International, Inc.",HON,0.326
2010,Walgreen Co.,WBA,0.317
2010,"Texas Instruments, Inc.",TXN,0.314
2010,The Dow Chemical Co.,DOW,0.307
2010,The Bank of New YorkMellon Corp.,BK,0.307
2010,"Lowe’s Cos., Inc.",LOW,0.302
2010,"NIKE, Inc. (Class B)",NKE,0.301
2010,Newmont Mining Corp.,NEM,0.298
2010,Southern Co.,SO,0.297
2010,Halliburton Co.,HAL,0.29
2010,"Gilead Sciences, Inc.",GILD,0.289
2010,News Corp. (Class A),NWS,0.288
2010,Deere & Co.,DE,0.287
2010,"Corning, Inc.",GLW,0.276
2010,Costco Wholesale Corp.,COST,0.275
2010,Anadarko Petroleum Corp.,OXY,0.273
2010,"eBay, Inc.",EBAY,0.273
2010,Devon Energy Corp.,DVN,0.272
2010,Exelon Corp.,EXC,0.272
2010,"Baxter International, Inc.",BAX,0.27
2010,"Praxair, Inc.",LIN,0.267
2010,"PNC Financial ServicesGroup, Inc.",PNC,0.264
2010,"Simon Property Group, Inc.",SPG,0.262
2010,FedEx Corp.,FDX,0.259
2010,Kimberly-Clark Corp.,KMB,0.258
2010,Celgene Corp.,BMY,0.257
2010,"Express Scripts, Inc.",CI,0.255
2010,Monsanto Co.,BAYRY,0.251
2010,"Dominion Resources, Inc.",D,0.249
2010,"Prudential Financial, Inc.",PRU,0.244
2010,"The Travelers Cos., Inc.",TRV,0.237
2010,"AFLAC, Inc.",AFL,0.235
2010,General Dynamics Corp.,GD,0.231
2010,"Illinois Tool Works, Inc.",ITW,0.231
2011,"Apple, Inc.",AAPL,3.431
2011,Exxon Mobil Corp.,XOM,3.429
2011,International Business Machines Corp.,IBM,2.03
2011,Microsoft Corp.,MSFT,1.802
2011,Chevron Corp.,CVX,1.801
2011,Johnson & Johnson,JNJ,1.697
2011,The Procter & Gamble Co.,PG,1.685
2011,"AT&T, Inc.",T,1.641
2011,General Electric Co.,GE,1.57
2011,TheCoca-ColaCo.,KO,1.506
2011,"Pfizer, Inc.",PFE,1.339
2011,"Google, Inc. (Class A)",GOOGL,1.259
2011,Wells Fargo & Co.,WFC,1.237
2011,"Berkshire Hathaway, Inc. (Class B)",BRK.B,1.213
2011,JPMorgan Chase & Co.,JPM,1.14
2011,Oracle Corp.,ORCL,1.103
2011,Intel Corp.,INTC,1.088
2011,"Philip Morris International, Inc.",PM,1.064
2011,"Verizon Communications, Inc.",VZ,1.012
2011,"Merck & Co., Inc.",MRK,0.977
2011,"PepsiCo, Inc.",PEP,0.952
2011,"Wal-Mart Stores, Inc.",WMT,0.886
2011,McDonald’s Corp.,MCD,0.88
2011,ConocoPhillips,COP,0.843
2011,"Cisco Systems, Inc.",CSCO,0.828
2011,"QUALCOMM, Inc.",QCOM,0.794
2011,"Schlumberger, Ltd.",SLB,0.783
2011,Abbott Laboratories,ABT,0.774
2011,"Amazon.com, Inc.",AMZN,0.762
2011,"Citigroup, Inc.",C,0.726
2011,United Technologies Corp.,UAL,0.621
2011,Bank of America Corp.,BAC,0.603
2011,"United Parcel Service, Inc. (Class B)",UPS,0.601
2011,"Kraft Foods, Inc. (Class A)",KHC,0.576
2011,Occidental Petroleum Corp.,OXY,0.565
2011,Comcast Corp. (Class A),CMCSA,0.558
2011,The Walt Disney Co.,DIS,0.543
2011,"Altria Group, Inc.",MO,0.539
2011,Bristol-Myers Squibb Co.,BMY,0.518
2011,"The Home Depot, Inc.",HD,0.499
2011,3M Co.,MMM,0.494
2011,"Amgen, Inc.",AMGN,0.493
2011,"UnitedHealth Group, Inc.",UNH,0.482
2011,"The Goldman Sachs Group, Inc.",GS,0.464
2011,"Caterpillar, Inc.",CAT,0.464
2011,American Express Co.,AXP,0.453
2011,Hewlett-Packard Co.,HPQ,0.451
2011,U.S. Bancorp,USB,0.439
2011,CVS Caremark Corp.,CVS,0.438
2011,The Boeing Co.,BA,0.436
2011,"Visa, Inc. (Class A)",V,0.426
2011,EMC Corp.,DELL,0.421
2011,Colgate-Palmolive Co.,CL,0.42
2011,Union Pacific Corp.,UNP,0.388
2011,Eli Lilly & Co.,LLY,0.365
2011,E. I. du Pont de Nemours & Co.,DD,0.362
2011,Ford Motor Co.,F,0.356
2011,Southern Co.,SO,0.353
2011,Costco Wholesale Corp.,COST,0.347
2011,News Corp. (Class A),NWS,0.342
2011,"Medtronic, Inc.",MDT,0.341
2011,"Honeywell International, Inc.",HON,0.335
2011,Accenture PLC (Class A),ACN,0.331
2011,"MasterCard, Inc. (Class A)",MA,0.329
2011,"eBay, Inc.",EBAY,0.329
2011,Target Corp.,TGT,0.321
2011,"NIKE, Inc. (Class B)",NKE,0.314
2011,"Simon Property Group, Inc.",SPG,0.312
2011,Monsanto Co.,BAYRY,0.311
2011,"Baxter International, Inc.",BAX,0.31
2011,"Time Warner, Inc.",WBD,0.304
2011,Anadarko Petroleum Corp.,OXY,0.304
2011,DIRECTV (Class A),T,0.302
2011,Newmont Mining Corp.,NEM,0.301
2011,"Texas Instruments, Inc.",TXN,0.3
2011,Emerson Electric Co.,EMR,0.299
2011,Apache Corp.,APA,0.298
2011,"Gilead Sciences, Inc.",GILD,0.291
2011,Walgreen Co.,WBA,0.289
2011,"MetLife, Inc.",MET,0.287
2011,"Dominion Resources, Inc.",D,0.281
2011,"Freeport-McMoRan Copper & Gold, Inc.",FCX,0.279
2011,Celgene Corp.,BMY,0.276
2011,"Praxair, Inc.",LIN,0.275
2011,Exelon Corp.,EXC,0.273
2011,Halliburton Co.,HAL,0.273
2011,Starbucks Corp.,SBUX,0.271
2011,Kimberly-Clark Corp.,KMB,0.27
2011,Deere & Co.,DE,0.26
2011,The Dow Chemical Co.,DOW,0.258
2011,Duke Energy Corp.,DUK,0.258
2011,"Allergan, Inc.",ABBV,0.246
2011,"PNC Financial Services Group, Inc.",PNC,0.246
2011,"General Mills, Inc.",GIS,0.242
2011,"Lowe’s Cos., Inc.",LOW,0.236
2011,Danaher Corp.,DHR,0.233
2011,"WellPoint, Inc.",ELV,0.229
2011,Devon Energy Corp.,DVN,0.224
2011,"Automatic Data Processing, Inc.",ADP,0.224
2011,The Bank of New York Mellon Corp.,BK,0.224
2012,"Apple, Inc.",AAPL,4.856
2012,Exxon Mobil Corp.,XOM,3.277
2012,General Electric Co.,GE,1.862
2012,Chevron Corp.,CVX,1.776
2012,Microsoft Corp.,MSFT,1.744
2012,International Business Machines Corp.,IBM,1.732
2012,"AT&T, Inc.",T,1.689
2012,"Google, Inc. (Class A)",GOOGL,1.55
2012,The Procter & Gamble Co.,PG,1.483
2012,Johnson & Johnson,JNJ,1.475
2012,"Pfizer, Inc.",PFE,1.441
2012,Wells Fargo & Co.,WFC,1.319
2012,"Berkshire Hathaway, Inc. (Class B)",BRK.B,1.255
2012,JPMorgan Chase & Co.,JPM,1.194
2012,"Philip Morris International, Inc.",PM,1.177
2012,The Coca-Cola Co.,KO,1.14
2012,"Merck & Co., Inc.",MRK,1.066
2012,"Verizon Communications, Inc.",VZ,1.008
2012,"Wal-Mart Stores, Inc.",WMT,0.963
2012,Oracle Corp.,ORCL,0.931
2012,Intel Corp.,INTC,0.881
2012,"PepsiCo, Inc.",PEP,0.855
2012,Abbott Laboratories,ABT,0.835
2012,"QUALCOMM, Inc.",QCOM,0.826
2012,"Cisco Systems, Inc.",CSCO,0.784
2012,"Schlumberger, Ltd.",SLB,0.745
2012,"Citigroup, Inc.",C,0.745
2012,Comcast Corp. (Class A),CMCSA,0.743
2012,Bank of America Corp.,BAC,0.739
2012,The Walt Disney Co.,DIS,0.728
2012,McDonald’s Corp.,MCD,0.718
2012,"Amazon.com, Inc.",AMZN,0.714
2012,"The Home Depot, Inc.",HD,0.708
2012,"Kraft Foods, Inc. (Class A)",KHC,0.57
2012,"Visa, Inc. (Class A)",V,0.544
2012,Occidental Petroleum Corp.,OXY,0.541
2012,ConocoPhillips,COP,0.54
2012,"Altria Group, Inc.",MO,0.527
2012,United Technologies Corp.,UAL,0.511
2012,U.S. Bancorp,USB,0.505
2012,"Amgen, Inc.",AMGN,0.505
2012,CVS Caremark Corp.,CVS,0.478
2012,3M Co.,MMM,0.457
2012,EMC Corp.,DELL,0.444
2012,"UnitedHealth Group, Inc.",UNH,0.444
2012,Bristol-Myers Squibb Co.,BMY,0.44
2012,American Express Co.,AXP,0.436
2012,"eBay, Inc.",EBAY,0.436
2012,"Caterpillar, Inc.",CAT,0.436
2012,Union Pacific Corp.,UNP,0.436
2012,"United Parcel Service, Inc. (Class B)",UPS,0.399
2012,"The Goldman Sachs Group, Inc.",GS,0.398
2012,Express Scripts Holding Co.,CI,0.394
2012,"Gilead Sciences, Inc.",GILD,0.39
2012,News Corp. (Class A),NWS,0.388
2012,Monsanto Co.,BAYRY,0.377
2012,"MasterCard, Inc. (Class A)",MA,0.376
2012,Eli Lilly & Co.,LLY,0.376
2012,Colgate-Palmolive Co.,CL,0.371
2012,The Boeing Co.,BA,0.366
2012,E. I. du Pont de Nemours & Co.,DD,0.363
2012,"Honeywell International, Inc.",HON,0.362
2012,"Simon Property Group, Inc.",SPG,0.358
2012,Duke Energy Corp.,DUK,0.354
2012,Accenture PLC (Class A),ACN,0.346
2012,"Medtronic, Inc.",MDT,0.342
2012,Costco Wholesale Corp.,COST,0.336
2012,"Time Warner, Inc.",WBD,0.333
2012,Target Corp.,TGT,0.322
2012,Southern Co.,SO,0.313
2012,Starbucks Corp.,SBUX,0.299
2012,"American International Group, Inc.",AIG,0.297
2012,Ford Motor Co.,F,0.292
2012,"Freeport-McMoRan Copper & Gold, Inc.",FCX,0.292
2012,"MetLife, Inc.",MET,0.284
2012,"Biogen Idec, Inc.",BIIB,0.274
2012,Emerson Electric Co.,EMR,0.273
2012,"NIKE, Inc. (Class B)",NKE,0.271
2012,Anadarko Petroleum Corp.,OXY,0.271
2012,The Dow Chemical Co.,DOW,0.269
2012,"Lowe’s Cos., Inc.",LOW,0.268
2012,"National-Oilwell Varco, Inc.",NOV,0.265
2012,Kimberly-Clark Corp.,KMB,0.263
2012,Apache Corp.,APA,0.263
2012,Hewlett-Packard Co.,HPQ,0.26
2012,"PNC Financial Services Group, Inc.",PNC,0.259
2012,Celgene Corp.,BMY,0.258
2012,Capital One Financial Corp.,COF,0.257
2012,"Baxter International, Inc.",BAX,0.256
2012,"TJX Cos., Inc.",TJX,0.256
2012,DIRECTV,T,0.256
2012,Deere & Co.,DE,0.251
2012,Danaher Corp.,DHR,0.25
2012,"Texas Instruments, Inc.",TXN,0.243
2012,Halliburton Co.,HAL,0.243
2012,Walgreen Co.,WBA,0.242
2012,"Praxair, Inc.",LIN,0.24
2012,"priceline.com, Inc.",BKNG,0.239
2012,Exelon Corp.,EXC,0.236
2012,"Dominion Resources, Inc.",D,0.236
2013,"Apple, Inc.",AAPL,2.897
2013,Exxon Mobil Corp.,XOM,2.532
2013,Microsoft Corp.,MSFT,1.688
2013,"Google, Inc. (Class A)",GOOGL,1.638
2013,Johnson & Johnson,JNJ,1.633
2013,General Electric Co.,GE,1.627
2013,Chevron Corp.,CVX,1.57
2013,The Procter & Gamble Co.,PG,1.384
2013,"Berkshire Hathaway, Inc.(Class B)",BRK.B,1.366
2013,Wells Fargo & Co.,WFC,1.335
2013,JPMorgan Chase & Co.,JPM,1.301
2013,International Business Machines Corp.,IBM,1.275
2013,"Pfizer, Inc.",PFE,1.271
2013,"AT&T, Inc.",T,1.201
2013,Bank of America Corp.,BAC,0.991
2013,"Citigroup, Inc.",C,0.985
2013,The Coca-Cola Co.,KO,0.966
2013,"Philip Morris International, Inc.",PM,0.937
2013,"Merck & Co., Inc.",MRK,0.932
2013,"Verizon Communications, Inc.",VZ,0.893
